count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,csv_path
282,5.0,266.0,2025/2/25,10229.16547,9599.165473,1740462604,4.0,5.0,木原,Left,niu,9,成瀬,Left,TOK,8,Bottom,2,1,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.27,0.052,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,佐渡島,,,Nothing,,,,,,2505510282,ボール,,10227,https://youtu.be/_3MnIPxHw_o&t=10227,5532,https://youtu.be/5EDcInzAEH4&t=5532,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","栗林,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",49.0,972671.0,TokyoBBC Left,,1740462607.0,1740462607.0,ChangeUp,N,0.0872,0.6768,109.08,959.28,916.9,95.59,9:28,1.0,2.1606045,-18.2,-50.0,8.2,-35.1,0.61,2.43,1.32,-0.22,-17.09,972671@1740462607,V3P4DLKO0850A,-3.0998557,-9.377207,untitled,,269.0,972881.0,TokyoBBC Right,,1740462607.0,1740462607.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740462607,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
283,6.0,267.0,2025/2/25,10247.88366,9617.883659,1740462622,4.0,6.0,木原,Left,niu,9,成瀬,Left,TOK,8,Bottom,2,2,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.97,-0.064,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,佐渡島,,,Nothing,,,,,,2505510283,空三振,,10245,https://youtu.be/_3MnIPxHw_o&t=10245,5551,https://youtu.be/5EDcInzAEH4&t=5551,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","栗林,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",48.0,972671.0,TokyoBBC Left,,1740462627.0,1740462627.0,ChangeUp,N,-0.3186,1.112,134.64,1955.7,1581.8,80.88,10:54,1.0,1.8286037,39.3,-28.4,37.6,-23.9,-0.83,1.46,1.34,-0.25,-36.02,972671@1740462627,V3P4DLKO0850A,-2.9740996,-3.3626268,untitled,,268.0,972881.0,TokyoBBC Right,,1740462626.0,1740462626.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740462626,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
284,1.0,268.0,2025/2/25,10412.58782,9782.587817,1740462787,1.0,1.0,武田,Right,TOK,9,中川,Right,niu,9,Top,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.774,-0.16,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510284,見逃し,,10410,https://youtu.be/_3MnIPxHw_o&t=10410,5671,https://youtu.be/5EDcInzAEH4&t=5671,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
285,2.0,269.0,2025/2/25,10422.45188,9792.451881,1740462797,1.0,2.0,武田,Right,TOK,9,中川,Right,niu,9,Top,0,0,1,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.25,-0.116,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510285,ボール,,10420,https://youtu.be/_3MnIPxHw_o&t=10420,5680,https://youtu.be/5EDcInzAEH4&t=5680,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",38.0,972671.0,TokyoBBC Left,,1740462802.0,1740462802.0,Slider,N,-0.3799,0.1565,115.98,2235.45,315.3,14.11,0:08,1.0,1.9172401,21.1,-17.4,7.9,-1.9,-5.26,-0.8,1.6,0.83,81.89,972671@1740462802,V3P4DLKO0850A,-6.5876317,-10.028723,untitled,,258.0,972881.0,TokyoBBC Right,,1740462801.0,1740462801.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740462801,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
286,3.0,270.0,2025/2/25,10434.41145,9804.411448,1740462809,1.0,3.0,武田,Right,TOK,9,中川,Right,niu,9,Top,0,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.317,0.12,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510286,ボール,,10432,https://youtu.be/_3MnIPxHw_o&t=10432,5692,https://youtu.be/5EDcInzAEH4&t=5692,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",37.0,972671.0,TokyoBBC Left,,1740462813.0,1740462813.0,Cutter,N,-0.0124,0.3343,158.04,2282.19,2267.7,99.37,0:38,1.0,0.29942703,25.6,37.3,76.1,27.7,-5.7,-2.65,1.83,0.93,6.45,972671@1740462813,V3P4DLKO0850A,-3.1074078,-7.3270016,untitled,,257.0,972881.0,TokyoBBC Right,,1740462813.0,1740462813.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740462813,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
287,4.0,271.0,2025/2/25,10448.53551,9818.535506,1740462823,1.0,4.0,武田,Right,TOK,9,中川,Right,niu,9,Top,0,2,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.73,0.327,12.99275253,177.3974378,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2505510287,ファール,,10446,https://youtu.be/_3MnIPxHw_o&t=10446,5706,https://youtu.be/5EDcInzAEH4&t=5706,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",36.0,972671.0,TokyoBBC Left,,1740462827.0,1740462827.0,Cutter,,,,,2316.06,2166.7,93.55,0:54,1.0,,,,,,0.0,0.0,0.0,0.0,20.69,972671@1740462827,V3P4DLKO0850A,,,untitled,,256.0,972881.0,TokyoBBC Right,,1740462827.0,1740462827.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740462827,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
288,5.0,272.0,2025/2/25,10465.69074,9835.690741,1740462840,1.0,5.0,武田,Right,TOK,9,中川,Right,niu,9,Top,0,2,2,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.29,0.12,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510288,ボール,,10463,https://youtu.be/_3MnIPxHw_o&t=10463,5717,https://youtu.be/5EDcInzAEH4&t=5717,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",35.0,972671.0,TokyoBBC Left,,1740462845.0,1740462845.0,Slider,N,-0.0566,0.3221,116.49,2212.92,781.4,35.31,1:06,1.0,2.086279,20.8,-25.1,17.3,10.5,-3.93,-0.52,1.6,0.84,69.32,972671@1740462845,V3P4DLKO0850A,-5.8385253,-9.031834,untitled,,255.0,972881.0,TokyoBBC Right,,1740462845.0,1740462845.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740462845,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
289,6.0,273.0,2025/2/25,10484.61905,9854.619056,1740462859,1.0,6.0,武田,Right,TOK,9,中川,Right,niu,9,Top,0,3,2,Slider,InPlay,Undefined,GroundBall,Out,1,0,,,0.686,0.148,40.70582697,-20.79902841,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Undefined,,,,"6,3","6,3A",2505510289,遊ゴ,,10482,https://youtu.be/_3MnIPxHw_o&t=10482,5736,https://youtu.be/5EDcInzAEH4&t=5736,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",34.0,972671.0,TokyoBBC Left,,1740462864.0,1740462864.0,Cutter,,,,,2215.43,2072.9,93.56,0:52,1.0,,,,,,0.0,0.0,0.0,0.0,20.67,972671@1740462864,V3P4DLKO0850A,,,untitled,,254.0,972881.0,TokyoBBC Right,,1740462864.0,1740462864.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740462864,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
290,7.0,274.0,2025/2/25,10519.10322,9889.103222,1740462893,2.0,1.0,武田,Right,TOK,1,小野,Right,niu,9,Top,1,0,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.694,-0.333,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510290,ボール,,10517,https://youtu.be/_3MnIPxHw_o&t=10517,5758,https://youtu.be/5EDcInzAEH4&t=5758,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","小野,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",33.0,972671.0,TokyoBBC Left,,1740462894.0,1740462894.0,Slider,N,-0.3373,0.5369,113.74,2160.9,310.4,14.37,11:48,1.0,,6.8,-10.0,6.8,-3.3,-5.61,0.4,1.57,0.8,81.74,972671@1740462894,V3P4DLKO0850A,-6.3882356,-8.415718,untitled,,253.0,972881.0,TokyoBBC Right,,1740462894.0,1740462894.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740462894,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
291,8.0,275.0,2025/2/25,10527.81997,9897.819973,1740462902,2.0,2.0,武田,Right,TOK,1,小野,Right,niu,9,Top,1,1,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,,0.534,-0.248,61.85693706,32.93223104,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Undefined,,,,9,9,2505510291,右飛,,10525,https://youtu.be/_3MnIPxHw_o&t=10525,5767,https://youtu.be/5EDcInzAEH4&t=5767,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","小野,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",32.0,972671.0,TokyoBBC Left,,1740462905.0,1740462905.0,Cutter,N,-0.221,0.7701,128.41,2277.51,2117.6,92.98,0:52,1.0,2.1258621,54.3,30.1,53.0,27.3,-6.31,-1.19,1.63,0.79,21.6,972671@1740462905,V3P4DLKO0850A,-4.066959,-5.132135,untitled,,252.0,972881.0,TokyoBBC Right,,1740462904.0,1740462904.0,128.6,128.4,33.4,19.8,0.0,83.9,0:00,1.0,70.3,69.2,-80.1,,V3P4DLKO0850A,972881@1740462904,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
292,9.0,276.0,2025/2/25,10556.0075,9926.007505,1740462931,3.0,1.0,武田,Right,TOK,2,野中,Left,niu,9,Top,2,0,0,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.15,0.072,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510292,ボール,,10554,https://youtu.be/_3MnIPxHw_o&t=10554,5781,https://youtu.be/5EDcInzAEH4&t=5781,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","小野,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",31.0,972671.0,TokyoBBC Left,,1740462935.0,1740462935.0,Slider,N,-0.0566,1.2889,113.41,1619.0,1584.4,97.86,1:24,1.0,,36.6,24.7,37.0,34.6,-5.84,2.25,1.61,0.82,11.86,972671@1740462935,V3P4DLKO0850A,-3.9402,-4.939251,untitled,,251.0,972881.0,TokyoBBC Right,,1740462935.0,1740462935.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740462935,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
293,10.0,277.0,2025/2/25,10566.95422,9936.954218,1740462941,3.0,2.0,武田,Right,TOK,2,野中,Left,niu,9,Top,2,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.706,0.252,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510293,見逃し,,10564,https://youtu.be/_3MnIPxHw_o&t=10564,5792,https://youtu.be/5EDcInzAEH4&t=5792,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","小野,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",30.0,972671.0,TokyoBBC Left,,1740462946.0,1740462946.0,Cutter,Y,0.2684,0.997,129.01,2260.99,2250.2,99.52,0:36,1.0,2.420559,57.9,28.1,57.7,20.0,-4.88,-0.49,1.6,0.87,5.59,972671@1740462946,V3P4DLKO0850A,-2.6846416,-4.1978455,untitled,,250.0,972881.0,TokyoBBC Right,,1740462945.0,1740462945.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740462945,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
294,11.0,278.0,2025/2/25,10585.72091,9955.720911,1740462960,3.0,3.0,武田,Right,TOK,2,野中,Left,niu,9,Top,2,1,1,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.343,-0.124,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510294,ボール,,10583,https://youtu.be/_3MnIPxHw_o&t=10583,5811,https://youtu.be/5EDcInzAEH4&t=5811,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","小野,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",29.0,972671.0,TokyoBBC Left,,1740462957.0,1740462957.0,Slider,N,-0.1453,0.4638,112.6,2130.82,174.4,8.19,11:12,1.0,2.1426506,1.4,-15.6,3.2,-5.1,-4.77,0.89,1.57,0.88,85.3,972671@1740462957,V3P4DLKO0850A,-5.93264,-9.147374,untitled,,249.0,972881.0,TokyoBBC Right,,1740462957.0,1740462957.0,172.4,112.6,1.9,-5.0,0.0,2.6,0:00,1.0,44.7,75.8,147.2,,V3P4DLKO0850A,972881@1740462957,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
295,12.0,279.0,2025/2/25,10590.23764,9960.237641,1740462965,3.0,4.0,武田,Right,TOK,2,野中,Left,niu,9,Top,2,2,1,Fastball,InPlay,Undefined,FlyBall,Single,0,0,,,0.762,-0.252,58.72874092,-20.8928772,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2505510295,左安,,10588,https://youtu.be/_3MnIPxHw_o&t=10588,5815,https://youtu.be/5EDcInzAEH4&t=5815,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","小野,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",28.0,972671.0,TokyoBBC Left,,1740462968.0,1740462968.0,Slider,N,-0.0993,0.9224,127.55,2249.92,2137.9,95.02,1:10,1.0,,53.9,26.9,44.2,32.1,-5.99,-0.66,1.59,0.78,18.16,972671@1740462968,V3P4DLKO0850A,-3.8477905,-4.5957747,untitled,,248.0,972881.0,TokyoBBC Right,,1740462968.0,1740462968.0,109.1,127.6,37.7,-5.4,0.0,68.7,0:00,1.0,57.1,90.2,-31.0,,V3P4DLKO0850A,972881@1740462968,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
296,13.0,280.0,2025/2/25,10638.51301,10008.51302,1740463013,4.0,1.0,武田,Right,TOK,3,皆吉,Left,niu,9,Top,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.71,-0.252,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,野中,,,Nothing,,,,,,2505510296,見逃し,,10636,https://youtu.be/_3MnIPxHw_o&t=10636,5852,https://youtu.be/5EDcInzAEH4&t=5852,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","小野,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",27.0,972671.0,TokyoBBC Left,,1740463018.0,1740463018.0,Slider,N,-0.1462,0.7283,124.09,2204.84,2187.2,99.2,1:02,1.0,,46.2,30.8,49.9,31.7,-6.33,-1.07,1.59,0.79,7.26,972671@1740463018,V3P4DLKO0850A,-3.957733,-5.522119,untitled,,247.0,972881.0,TokyoBBC Right,,1740463017.0,1740463017.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740463017,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
297,14.0,281.0,2025/2/25,10652.22408,10022.22408,1740463027,4.0,2.0,武田,Right,TOK,3,皆吉,Left,niu,9,Top,2,0,1,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.714,0.248,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,野中,,,Nothing,,,,,,2505510297,見逃し,,10650,https://youtu.be/_3MnIPxHw_o&t=10650,5865,https://youtu.be/5EDcInzAEH4&t=5865,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","小野,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",26.0,972671.0,TokyoBBC Left,,1740463031.0,1740463031.0,Slider,Y,0.2621,0.9075,111.96,2223.2,267.4,12.03,0:08,1.0,,26.6,-15.5,5.7,-2.2,-3.25,1.61,1.57,0.85,83.09,972671@1740463031,V3P4DLKO0850A,-4.4694605,-6.99229,untitled,,246.0,972881.0,TokyoBBC Right,,1740463031.0,1740463031.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740463031,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
298,,,2025/2/25,10673.88238,10043.88238,1740463048,,,武田,Right,TOK,3,皆吉,Left,niu,9,Top,2,0,2,,,,,,0,0,,,,,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,野中,,,PickOff,,,,"1,3","1,3",2505510298,牽制,,10671,https://youtu.be/_3MnIPxHw_o&t=10671,5887,https://youtu.be/5EDcInzAEH4&t=5887,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野,"竹山,大山,小村,荒井慶,スタンリー,佐渡島,水野,堀部,成瀬","小野,野中,皆吉,知念,藤森,中山大,齋藤,森山,中川","武田,大山,堀部,小村,佐渡島,成瀬,荒井慶,竹山,水野","木原,森山,齋藤,皆吉,中川,野中,中山大,知念,藤森","L,R,R,L,R,R,L,R,R,L","R,R,L,L,R,L,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
